entity,type,start,end,weeks,intensity,peak
Pepsi,COMP,2019-02-11,2019-09-02,30,11.1,2019-02-11
MGIC Investment Corporation,COMP,2018-07-16,2018-12-10,22,11.1,2018-10-15
Hotel Industry,SECTOR,2022-11-14,2023-06-05,30,11.1,2022-11-14
Holiday Season,EVENT,2023-09-04,2023-11-27,13,11.1,2023-11-27
Chevron,COMP,2017-03-20,2017-03-20,1,11.1,2017-03-20
Payment Processing,SECTOR,2020-03-16,2020-08-10,22,11.1,2020-03-23
Merck & Co.,COMP,2018-08-13,2018-11-19,15,11.1,2018-08-13
FAA,ORG/GOV,2020-06-22,2021-02-08,34,11.1,2020-10-12
"Steven Madden, Ltd.",COMP,2022-02-21,2022-04-25,10,11.1,2022-02-21
"Mondelez International, Inc.",COMP,2017-11-20,2018-01-29,11,11.1,2017-11-20
Vanguard Financials ETF,FIN_INSTRUMENT,2021-04-19,2021-05-17,5,11.1,2021-04-19
Stock price,FIN_INSTRUMENT,2020-04-06,2020-04-27,4,11.1,2020-04-06
Biotech Sector,SECTOR,2019-04-01,2019-04-15,3,11.1,2019-04-08
EPR Properties,COMP,2020-10-05,2020-11-30,9,11.1,2020-11-30
"Air Products and Chemicals, Inc.",COMP,2018-08-20,2018-09-17,5,11.1,2018-08-20
TechnipFMC,COMP,2020-01-06,2020-07-06,27,11.0,2020-01-06
Infinera,COMP,2017-06-19,2018-01-01,29,11.0,2017-11-20
"Box, Inc.",COMP,2022-01-17,2022-05-23,19,11.0,2022-05-23
Investor,PERSON,2020-01-06,2020-03-09,10,11.0,2020-03-09
Host Hotels & Resorts Inc,COMP,2019-05-20,2019-09-23,19,11.0,2019-05-20
"Copart, Inc.",COMP,2018-12-31,2019-12-02,49,11.0,2019-12-02
U.S. Congress,ORG/GOV,2020-04-20,2020-12-21,36,11.0,2020-04-20
Intel Corp,COMP,2018-04-09,2018-04-23,3,11.0,2018-04-23
Five Below,COMP,2018-05-28,2018-07-16,8,11.0,2018-06-11
Dividend Yield,CONCEPT,2022-09-12,2022-09-12,1,11.0,2022-09-12
Alberta,GPE,2021-03-15,2021-06-07,13,11.0,2021-04-26
Mohawk Industries,COMP,2017-02-06,2017-04-24,12,11.0,2017-03-20
ServiceNow,COMP,2023-04-24,2023-07-31,15,11.0,2023-05-15
Federal Trade Commission,ORG/REG,2019-06-03,2020-01-13,33,11.0,2019-06-03
T-Mobile US,COMP,2020-01-27,2020-02-17,4,11.0,2020-02-10
Turkey,GPE,2021-03-22,2021-06-07,12,11.0,2021-03-22
Novo Nordisk,COMP,2021-10-18,2021-11-15,5,11.0,2021-10-18
IBM,COMP,2017-01-16,2017-01-16,1,11.0,2017-01-16
Akamai Technologies,COMP,2020-03-02,2020-04-13,7,11.0,2020-03-02
Gene Editing,CONCEPT,2019-10-07,2020-01-13,15,11.0,2019-12-16
Technology Services,SECTOR,2021-02-01,2021-12-20,47,11.0,2021-07-19
Brinker International,COMP,2020-05-11,2020-11-09,27,11.0,2020-06-08
Travelers,COMP,2022-10-31,2022-12-26,9,10.9,2022-10-31
Broadcom Inc.,COMP,2018-06-18,2019-03-18,40,10.9,2018-06-18
iShares Russell Mid-Cap ETF,FIN_INSTRUMENT,2020-12-07,2020-12-07,1,10.9,2020-12-07
FedEx,COMP,2017-12-11,2017-12-18,2,10.9,2017-12-18
Crane Co.,COMP,2021-04-12,2021-04-12,1,10.9,2021-04-12
Semiconductor Stocks,SECTOR,2022-02-14,2022-03-14,5,10.9,2022-03-14
Monster Beverage Corporation,COMP,2022-05-02,2022-05-02,1,10.9,2022-05-02
Coach,COMP,2017-05-01,2018-02-12,42,10.9,2017-05-01
Data Center Market,SECTOR,2019-04-08,2019-09-02,22,10.9,2019-08-05
MU Stock,FIN_INSTRUMENT,2018-01-15,2018-09-24,37,10.9,2018-09-17
Kraft Heinz Company,COMP,2022-04-25,2022-04-25,1,10.9,2022-04-25
Sempra Energy,COMP,2018-09-17,2018-11-05,8,10.9,2018-09-17
"Vertex Pharmaceuticals, Inc.",COMP,2019-06-17,2020-03-02,38,10.9,2019-07-08
Oracle,COMP,2023-06-12,2023-07-03,4,10.9,2023-06-12
Earnings Per Share Forecast,ECON_INDICATOR,2022-08-29,2022-08-29,1,10.9,2022-08-29
Dana Incorporated,COMP,2021-06-07,2021-09-27,17,10.9,2021-06-07
Qorvo Inc,COMP,2020-02-03,2020-05-11,15,10.9,2020-03-02
"Williams-Sonoma, Inc.",COMP,2022-03-28,2022-05-23,9,10.9,2022-03-28
SPDR Gold Shares,FIN_INSTRUMENT,2017-01-30,2017-10-30,40,10.9,2017-01-30
Nvidia,COMP,2019-03-25,2019-03-25,1,10.9,2019-03-25
Coinbase Global,COMP,2023-07-24,2023-11-06,16,10.9,2023-07-24
Canopy Growth,COMP,2020-09-21,2020-10-12,4,10.9,2020-09-28
Snapchat,PRODUCT,2019-06-17,2019-10-07,17,10.9,2019-06-17
FedEx Corporation,COMP,2022-09-12,2022-10-03,4,10.9,2022-09-12
XLP,FIN_INSTRUMENT,2023-08-28,2023-10-16,8,10.9,2023-08-28
JetBlue Airways Corp,COMP,2022-04-04,2022-06-06,10,10.9,2022-04-04
SAP,COMP,2017-06-05,2017-10-16,20,10.9,2017-06-12
Shares,FIN_INSTRUMENT,2018-08-20,2018-09-03,3,10.9,2018-08-27
Prologis Inc,COMP,2020-11-16,2021-03-15,18,10.9,2021-01-25
"United Natural Foods, Inc.",COMP,2021-09-27,2021-09-27,1,10.9,2021-09-27
"Mettler-Toledo International, Inc.",COMP,2022-10-31,2023-02-13,16,10.9,2023-02-13
Industrial Stocks,SECTOR,2020-12-07,2021-05-17,24,10.9,2021-05-17
lululemon athletica inc.,COMP,2023-03-27,2023-05-29,10,10.9,2023-03-27
MPLX LP,COMP,2019-09-16,2020-02-17,23,10.9,2019-10-28
Zoom Video,COMP,2023-07-24,2023-07-24,1,10.8,2023-07-24
GameStop,COMP,2017-03-27,2017-04-03,2,10.8,2017-03-27
WisdomTree U.S. Quality Dividend Growth Fund,FIN_INSTRUMENT,2020-07-06,2020-07-13,2,10.8,2020-07-13
Alibaba,COMP,2017-06-26,2017-06-26,1,10.8,2017-06-26
Square,COMP,2018-04-30,2018-04-30,1,10.8,2018-04-30
Alaska Air Group,COMP,2017-01-09,2017-04-03,13,10.8,2017-04-03
Advanced Micro Devices,COMP,2019-04-01,2019-04-01,1,10.8,2019-04-01
WeChat,PRODUCT,2017-09-04,2017-09-04,1,10.8,2017-09-04
NXP Semiconductors,COMP,2019-07-15,2019-07-15,1,10.8,2019-07-15
Alibaba,COMP,2019-02-18,2019-02-18,1,10.8,2019-02-18
Duke Energy Corp,COMP,2020-09-28,2020-11-02,6,10.8,2020-09-28
Adyen,COMP,2018-06-11,2018-06-11,1,10.8,2018-06-11
T-Mobile US Inc,COMP,2022-10-24,2022-10-24,1,10.8,2022-10-24
Fourth-Quarter Results,EVENT,2017-11-20,2018-02-19,14,10.8,2018-02-19
Global Markets,FIN_INSTRUMENT,2022-05-02,2022-05-02,1,10.8,2022-05-02
American International Group,COMP,2023-11-27,2023-11-27,1,10.8,2023-11-27
Toyota,COMP,2017-01-02,2017-03-13,11,10.8,2017-01-02
Zillow Group,COMP,2017-01-23,2017-02-06,3,10.8,2017-02-06
Online Sales,SECTOR,2023-10-23,2023-11-27,6,10.8,2023-11-27
Gilead Sciences,COMP,2021-01-25,2021-01-25,1,10.8,2021-01-25
AGNC Investment Corp.,COMP,2020-01-06,2020-03-09,10,10.8,2020-03-09
Electronic Arts,COMP,2019-06-24,2019-07-15,4,10.8,2019-07-15
Alibaba,COMP,2022-02-28,2022-02-28,1,10.8,2022-02-28
"Gibraltar Industries, Inc.",COMP,2022-08-01,2022-10-31,14,10.8,2022-08-01
Cognex Corporation,COMP,2017-01-16,2017-11-06,43,10.8,2017-11-06
Ireland,GPE,2023-07-31,2023-09-11,7,10.8,2023-07-31
Grubhub,COMP,2017-09-25,2017-11-20,9,10.8,2017-09-25
Natural Gas Prices,ECON_INDICATOR,2023-08-21,2023-11-27,15,10.8,2023-08-21
Cedar Fair,COMP,2019-06-10,2020-05-25,51,10.8,2019-06-10
Defense,SECTOR,2017-01-02,2017-01-02,1,10.8,2017-01-02
Basic Materials Space,SECTOR,2022-02-07,2022-12-19,46,10.8,2022-04-18
Ulta Beauty,COMP,2020-03-02,2020-04-06,6,10.8,2020-03-02
NASDAQ 100 Pre-Market Indicator,FIN_INSTRUMENT,2020-08-03,2020-08-03,1,10.8,2020-08-03
Semiconductor Sector,SECTOR,2021-03-08,2021-05-17,11,10.8,2021-03-08
First Solar,COMP,2023-10-30,2023-11-06,2,10.8,2023-10-30
Raytheon Technologies,COMP,2019-06-10,2019-06-10,1,10.8,2019-06-10
Barrick Gold Corporation,COMP,2021-02-22,2021-02-22,1,10.8,2021-02-22
Dell Technologies,COMP,2020-06-29,2020-10-12,16,10.7,2020-10-12
Vanguard Information Technology ETF,FIN_INSTRUMENT,2021-05-10,2021-06-14,6,10.7,2021-05-17
Abercrombie & Fitch Co.,COMP,2022-02-28,2022-05-16,12,10.7,2022-05-16
Донецкая народная республика,GPE,2017-01-30,2017-03-20,8,10.7,2017-02-06
Walmart,COMP,2022-08-15,2022-08-15,1,10.7,2022-08-15
Johnson & Johnson,COMP,2017-01-16,2017-01-30,3,10.7,2017-01-23
Innovation,CONCEPT,2018-03-19,2018-04-30,7,10.7,2018-04-23
HP Inc,COMP,2023-05-29,2023-09-25,18,10.7,2023-05-29
SPDR S&P Dividend ETF,FIN_INSTRUMENT,2020-01-13,2020-01-13,1,10.7,2020-01-13
Apple Inc.,COMP,2018-01-01,2018-01-01,1,10.7,2018-01-01
Economic Impact,CONCEPT,2023-04-24,2023-07-31,15,10.7,2023-04-24
Bristol-Myers Squibb,COMP,2017-01-23,2017-02-20,5,10.7,2017-01-23
Vanguard FTSE Developed Markets ETF,FIN_INSTRUMENT,2023-07-17,2023-12-04,21,10.7,2023-08-21
HSBC,COMP,2019-05-13,2019-10-07,22,10.7,2019-05-13
"Thor Industries, Inc.",COMP,2019-08-19,2019-12-02,16,10.7,2019-09-30
Digital Realty Trust,COMP,2017-09-04,2017-09-11,2,10.7,2017-09-04
JPMorgan Chase & Co,COMP,2023-03-13,2023-05-01,8,10.7,2023-04-10
S&P 500 ETF,FIN_INSTRUMENT,2017-09-25,2018-04-30,32,10.7,2017-10-23
Samsung Electronics,COMP,2023-03-13,2023-07-24,20,10.7,2023-03-13
"Take-Two Interactive Software, Inc.",COMP,2019-02-04,2019-07-08,23,10.7,2019-04-29
Chinese Stocks,FIN_INSTRUMENT,2021-07-26,2021-10-04,11,10.7,2021-07-26
Nike,COMP,2017-03-13,2017-03-20,2,10.7,2017-03-13
Micron Technology,COMP,2020-03-30,2020-03-30,1,10.7,2020-03-30
Palo Alto Networks,COMP,2021-01-11,2021-01-18,2,10.7,2021-01-11
iShares MSCI China ETF,FIN_INSTRUMENT,2023-09-11,2023-09-18,2,10.7,2023-09-11
Carvana,COMP,2023-07-17,2023-08-07,4,10.7,2023-07-17
Diageo plc,COMP,2022-03-14,2022-09-05,26,10.7,2022-03-14
Paypal,COMP,2018-07-09,2018-07-23,3,10.7,2018-07-09
AGNC Investment Corp.,COMP,2018-07-23,2018-07-30,2,10.6,2018-07-23
Henry Schein,COMP,2022-04-11,2022-08-29,21,10.6,2022-05-02
Eni,COMP,2020-05-11,2020-06-01,4,10.6,2020-05-11
Risk Management,CONCEPT,2023-07-17,2023-08-07,4,10.6,2023-07-24
Walmart Inc,COMP,2023-02-06,2023-02-06,1,10.6,2023-02-06
GlaxoSmithKline,COMP,2017-08-28,2017-11-20,13,10.6,2017-08-28
Total Revenues,ECON_INDICATOR,2019-10-07,2019-12-02,9,10.6,2019-12-02
Cardinal Health,COMP,2017-01-16,2017-01-30,3,10.6,2017-01-30
Novo Nordisk,COMP,2020-12-07,2020-12-07,1,10.6,2020-12-07
Enterprise Software,SECTOR,2022-06-13,2023-01-09,31,10.6,2022-07-11
Earnings Report,EVENT,2017-07-17,2017-07-31,3,10.6,2017-07-24
Finance Sector,SECTOR,2023-11-27,2023-12-11,3,10.6,2023-12-11
Owens Corning,COMP,2018-12-17,2019-02-18,10,10.6,2018-12-17
Honeywell,COMP,2019-10-07,2019-11-18,7,10.6,2019-10-07
National Oilwell Varco,COMP,2021-06-28,2021-10-18,17,10.6,2021-06-28
"Hasbro, Inc.",COMP,2018-04-23,2018-07-23,14,10.6,2018-06-25
PayPal Holdings Inc.,COMP,2017-02-13,2017-05-01,12,10.6,2017-05-01
Plexus,COMP,2018-07-23,2019-01-14,26,10.6,2018-07-23
San Francisco,GPE,2021-03-22,2021-04-26,6,10.6,2021-03-22
American Homes 4 Rent,COMP,2020-03-09,2021-03-01,52,10.6,2021-03-01
Louis Navellier,PERSON,2018-03-05,2018-09-17,29,10.6,2018-06-25
Accenture,COMP,2019-06-10,2019-06-24,3,10.6,2019-06-10
Mining Industry,SECTOR,2019-09-02,2020-03-09,28,10.6,2020-03-09
Share Repurchase Program,CONCEPT,2021-01-04,2021-01-11,2,10.6,2021-01-04
Harley-Davidson,COMP,2021-11-01,2021-11-01,1,10.6,2021-11-01
Humira,PRODUCT,2022-11-21,2023-07-10,34,10.6,2023-01-30
James Bullard,PERSON,2019-06-03,2019-06-24,4,10.6,2019-06-03
OPEC,ORG,2019-04-15,2019-04-15,1,10.6,2019-04-15
Goldman Sachs,COMP,2019-06-24,2019-07-01,2,10.6,2019-06-24
Invesco Dynamic Large Cap Value ETF,FIN_INSTRUMENT,2022-11-14,2023-07-24,37,10.6,2022-11-14
Belgium,GPE,2020-03-23,2020-11-02,33,10.6,2020-04-27
Vale SA,COMP,2017-02-13,2017-08-07,26,10.6,2017-03-20
Johnson & Johnson,COMP,2018-10-22,2018-10-22,1,10.6,2018-10-22
U.S. natural gas futures,FIN_INSTRUMENT,2023-05-22,2023-12-11,30,10.6,2023-07-31
Geopolitical Tensions,CONCEPT,2023-07-10,2023-10-23,16,10.5,2023-10-09
Investment Banking,SECTOR,2017-01-23,2017-04-17,13,10.5,2017-04-17
General Mills,COMP,2017-11-27,2017-11-27,1,10.5,2017-11-27
Ericsson,COMP,2021-01-25,2021-02-01,2,10.5,2021-02-01
Pfizer Inc.,COMP,2023-02-13,2023-02-13,1,10.5,2023-02-13
Wheaton Precious Metals,COMP,2019-03-11,2019-04-01,4,10.5,2019-04-01
After hours session,EVENT,2018-03-12,2018-03-12,1,10.5,2018-03-12
After hours session,EVENT,2017-03-20,2017-03-20,1,10.5,2017-03-20
Consumer Financial Services,SECTOR,2019-12-02,2020-06-29,31,10.5,2019-12-02
The Boeing Company,COMP,2018-05-28,2019-02-11,38,10.5,2018-07-16
Retailing,SECTOR,2019-06-10,2019-12-09,27,10.5,2019-11-18
American Electric Power Company,COMP,2017-04-24,2017-05-15,4,10.5,2017-05-01
PulteGroup Inc,COMP,2021-04-12,2021-12-06,35,10.5,2021-04-12
Avery Dennison Corporation,COMP,2022-01-03,2022-03-28,13,10.5,2022-01-03
Momentum Score,CONCEPT,2017-01-23,2017-05-22,18,10.5,2017-01-23
EPS,ECON_INDICATOR,2023-11-27,2023-12-11,3,10.5,2023-11-27
REITs,SECTOR,2023-01-23,2023-01-23,1,10.5,2023-01-23
Vanguard High Dividend Yield ETF,FIN_INSTRUMENT,2019-08-26,2019-11-11,12,10.5,2019-10-07
Value Score,CONCEPT,2022-02-07,2022-07-04,22,10.5,2022-03-07
Southern Copper Corporation,COMP,2021-01-18,2021-06-14,22,10.5,2021-06-14
Etsy,COMP,2022-05-30,2022-07-04,6,10.5,2022-06-06
Stryker,COMP,2022-09-12,2023-05-01,34,10.5,2022-09-12
Housing Starts,ECON_INDICATOR,2018-01-22,2018-02-19,5,10.5,2018-01-29
Advanced Micro Devices,COMP,2022-10-31,2022-11-07,2,10.5,2022-10-31
Costco Wholesale,COMP,2022-04-11,2022-05-02,4,10.5,2022-04-11
Natural gas futures,FIN_INSTRUMENT,2019-12-30,2020-05-18,21,10.5,2020-05-11
Shanghai,GPE,2022-03-14,2022-06-20,15,10.5,2022-05-02
Biogen Inc,COMP,2017-04-24,2017-07-31,15,10.5,2017-04-24
Enterprise Products Partners,COMP,2019-03-11,2019-03-11,1,10.5,2019-03-11
Exxon Mobil Corporation,COMP,2022-01-10,2022-01-24,3,10.5,2022-01-10
Tencent Holdings Ltd,COMP,2017-05-08,2017-09-25,21,10.5,2017-05-08
Amgen,COMP,2023-08-14,2023-09-04,4,10.5,2023-09-04
PayPal Holdings,COMP,2017-10-16,2017-10-23,2,10.5,2017-10-16
Tech Companies,SECTOR,2018-03-19,2018-04-09,4,10.5,2018-03-19
Texas Instruments,COMP,2019-07-15,2019-07-22,2,10.4,2019-07-22
CVS Health Corp,COMP,2017-07-24,2017-08-07,3,10.4,2017-08-07
"Box, Inc.",COMP,2017-08-28,2017-10-02,6,10.4,2017-10-02
Nasdaq Inc.,COMP,2020-06-22,2020-07-20,5,10.4,2020-07-20
General Motors,COMP,2022-09-26,2022-10-24,5,10.4,2022-10-03
Natural Gas Production,SECTOR,2018-09-10,2018-10-01,4,10.4,2018-09-10
ExxonMobil,COMP,2022-07-11,2022-07-25,3,10.4,2022-07-25
Services,SECTOR,2023-07-17,2023-08-28,7,10.4,2023-08-28
Qualcomm,COMP,2022-08-29,2022-08-29,1,10.4,2022-08-29
Stanley Black & Decker,COMP,2020-01-20,2020-02-24,6,10.4,2020-01-27
eBay,COMP,2017-07-03,2017-07-17,3,10.4,2017-07-10
Devon Energy Corp.,COMP,2023-05-08,2023-08-14,15,10.4,2023-05-08
Palo Alto Networks,COMP,2020-03-30,2020-03-30,1,10.4,2020-03-30
Microsoft Corp,COMP,2017-09-11,2017-09-11,1,10.4,2017-09-11
Biomedical,SECTOR,2017-01-23,2017-09-04,33,10.4,2017-05-15
GameStop,COMP,2019-12-09,2019-12-09,1,10.4,2019-12-09
Pharmaceutical Industry,SECTOR,2023-08-28,2023-09-04,2,10.4,2023-08-28
Saudi Arabia,GPE,2020-09-07,2020-09-28,4,10.4,2020-09-07
iShares Edge MSCI USA Quality Factor ETF,FIN_INSTRUMENT,2017-01-23,2017-02-27,6,10.4,2017-01-23
American Tower,COMP,2018-10-29,2018-11-19,4,10.4,2018-10-29
,ECON_INDICATOR,2022-01-24,2022-02-21,5,10.4,2022-02-21
BlackBerry,COMP,2017-12-18,2017-12-18,1,10.4,2017-12-18
Eli Lilly and Company,COMP,2023-08-07,2023-08-28,4,10.3,2023-08-07
Infosys Limited,COMP,2023-06-12,2023-07-17,6,10.3,2023-07-17
United Parcel Service,COMP,2017-11-20,2017-12-04,3,10.3,2017-11-27
3M Company,COMP,2021-10-18,2021-10-25,2,10.3,2021-10-18
W.R. Berkley Corporation,COMP,2017-04-24,2017-08-07,16,10.3,2017-04-24
American International Group,COMP,2021-05-10,2021-07-12,10,10.3,2021-05-10
Cameco Corp.,COMP,2019-05-27,2019-11-25,27,10.3,2019-06-24
"Becton, Dickinson and Company",COMP,2017-07-17,2017-10-30,16,10.3,2017-09-04
United Airlines,COMP,2019-04-15,2019-04-15,1,10.3,2019-04-15
Humana Inc.,COMP,2019-12-02,2020-01-13,7,10.3,2019-12-02
Veeva Systems,COMP,2017-06-19,2017-07-10,4,10.3,2017-06-26
Labor Market,CONCEPT,2023-07-10,2023-10-23,16,10.3,2023-09-04
Nio,COMP,2019-11-04,2019-11-11,2,10.3,2019-11-04
After Hours Session,EVENT,2017-11-20,2017-11-27,2,10.3,2017-11-27
TreeHouse Foods,COMP,2022-03-28,2022-09-12,25,10.3,2022-03-28
Marathon Petroleum,COMP,2018-01-29,2018-05-07,15,10.3,2018-04-30
Delta Air Lines,COMP,2020-12-28,2021-01-18,4,10.3,2021-01-11
AbbVie Inc.,COMP,2018-12-17,2018-12-24,2,10.2,2018-12-17
Best Buy,COMP,2022-05-23,2022-05-23,1,10.2,2022-05-23
DocuSign,COMP,2021-11-29,2021-12-13,3,10.2,2021-11-29
AIG,COMP,2017-01-02,2017-05-15,20,10.2,2017-02-13
Carvana,COMP,2022-05-02,2022-07-18,12,10.2,2022-05-16
Radian Group Inc.,COMP,2017-01-09,2017-07-31,30,10.2,2017-07-31
VGM Score,CONCEPT,2023-11-20,2023-12-11,4,10.2,2023-12-11
Edwards Lifesciences Corporation,COMP,2022-07-25,2022-12-26,23,10.2,2022-07-25
eBay Inc.,COMP,2021-10-25,2021-12-20,9,10.2,2021-12-20
Visa,COMP,2020-11-02,2020-11-09,2,10.2,2020-11-09
Tencent,COMP,2019-01-14,2019-01-21,2,10.2,2019-01-21
NVR,COMP,2023-08-14,2023-11-20,15,10.2,2023-08-14
Antero Resources,COMP,2019-08-19,2019-12-30,20,10.2,2019-08-19
UnitedHealth Group Inc,COMP,2020-04-13,2020-08-17,19,10.2,2020-08-17
Novartis AG,COMP,2017-01-09,2017-01-23,3,10.2,2017-01-23
Quarterly Cash Dividend,FIN_INSTRUMENT,2017-01-02,2017-01-23,4,10.2,2017-01-23
Intel,COMP,2018-10-01,2018-10-01,1,10.2,2018-10-01
Semtech Corporation,COMP,2022-03-28,2022-05-30,10,10.2,2022-05-30
MPLX LP,COMP,2022-11-07,2023-03-27,21,10.2,2022-11-07
Hawaiian Airlines,COMP,2019-10-07,2019-11-04,5,10.2,2019-11-04
Procter & Gamble Company,COMP,2023-07-24,2023-11-20,18,10.2,2023-08-28
Self-Driving Cars,SECTOR,2019-05-13,2019-10-28,25,10.2,2019-10-14
Kosmos Energy,COMP,2020-10-05,2020-11-30,9,10.2,2020-10-26
Prudential Financial,COMP,2020-12-07,2021-01-11,6,10.2,2021-01-11
Oracle,COMP,2023-12-11,2023-12-11,1,10.2,2023-12-11
Best Buy Inc,COMP,2021-08-23,2022-03-21,31,10.2,2021-12-06
Pure Storage,COMP,2018-09-03,2018-12-17,16,10.1,2018-11-19
DXC Technology,COMP,2019-02-04,2019-03-04,5,10.1,2019-02-04
T-Mobile,COMP,2023-12-11,2023-12-11,1,10.1,2023-12-11
Video Game Industry,SECTOR,2019-04-15,2019-09-30,25,10.1,2019-04-15
Google Cloud,PRODUCT,2021-06-21,2021-07-26,6,10.1,2021-06-28
Equity Markets,FIN_INSTRUMENT,2021-02-08,2021-03-08,5,10.1,2021-03-01
Adient,COMP,2022-10-31,2023-05-29,31,10.1,2023-05-29
Energy Prices,ECON_INDICATOR,2021-10-04,2021-11-08,6,10.1,2021-10-04
Total Expenses,ECON_INDICATOR,2019-10-28,2019-12-30,10,10.1,2019-12-02
Brookfield Infrastructure,COMP,2019-07-01,2019-07-15,3,10.1,2019-07-15
CACI International,COMP,2023-08-07,2023-11-20,16,10.1,2023-11-20
Target,COMP,2018-12-31,2019-01-07,2,10.1,2018-12-31
Dow,FIN_INSTRUMENT,2018-03-19,2018-03-19,1,10.1,2018-03-19
New York Community Bancorp,COMP,2023-03-20,2023-05-15,9,10.1,2023-05-15
iShares U.S. Real Estate ETF,FIN_INSTRUMENT,2023-08-07,2023-11-27,17,10.1,2023-11-27
Semiconductor ETF,FIN_INSTRUMENT,2019-05-20,2019-07-29,11,10.1,2019-05-20
Corporate Bonds,FIN_INSTRUMENT,2020-06-15,2020-12-28,29,10.1,2020-07-06
Toronto-Dominion Bank,COMP,2017-03-06,2017-05-22,12,10.1,2017-05-22
Vipshop Holdings,COMP,2017-01-09,2017-03-20,11,10.1,2017-03-20
"KBR, Inc.",COMP,2022-09-12,2022-10-24,7,10.1,2022-09-12
Abbott Laboratories,COMP,2021-07-12,2021-07-26,3,10.1,2021-07-12
Alaska Air,COMP,2019-10-07,2019-10-28,4,10.1,2019-10-28
Chevron,COMP,2017-01-30,2017-01-30,1,10.1,2017-01-30
Financial Select Sector SPDR Fund,FIN_INSTRUMENT,2023-08-14,2023-12-11,18,10.1,2023-08-14
JPMorgan Chase,COMP,2017-10-09,2017-10-16,2,10.1,2017-10-09
Coca-Cola,COMP,2017-04-03,2017-04-10,2,10.0,2017-04-10
Wind Energy,SECTOR,2020-10-05,2021-02-22,21,10.0,2021-01-18
AbbVie,COMP,2022-12-05,2022-12-05,1,10.0,2022-12-05
Las Vegas Sands Corp.,COMP,2022-07-18,2022-12-19,23,10.0,2022-07-18
Peloton Interactive,COMP,2023-01-30,2023-02-06,2,10.0,2023-01-30
Housing Market,SECTOR,2023-09-11,2023-11-13,10,10.0,2023-10-16
FactSet Research Systems Inc.,COMP,2017-01-30,2017-06-26,22,10.0,2017-06-26
San Francisco,GPE,2017-03-06,2017-05-29,13,10.0,2017-05-08
Amazon Web Services,PRODUCT,2021-01-18,2021-01-25,2,10.0,2021-01-25
Consumer Goods Sector,SECTOR,2017-08-07,2017-10-16,11,10.0,2017-09-25
Fidelity,ORG,2018-07-16,2018-10-29,16,10.0,2018-08-13
Chevron Corp,COMP,2019-03-04,2019-04-01,5,10.0,2019-04-01
FedEx,COMP,2018-12-31,2018-12-31,1,9.9,2018-12-31
Transocean,COMP,2018-02-19,2018-02-19,1,9.9,2018-02-19
Quarterly Results,EVENT,2023-07-24,2023-08-21,5,9.9,2023-07-24
Newell Brands Inc.,COMP,2017-01-16,2017-02-06,4,9.9,2017-01-16
Infinera,COMP,2019-12-23,2019-12-23,1,9.9,2019-12-23
VanEck Vectors Retail ETF,FIN_INSTRUMENT,2022-02-14,2022-02-14,1,9.9,2022-02-14
Cybersecurity Industry,SECTOR,2017-07-03,2017-09-25,13,9.9,2017-07-03
Boston Properties Inc,COMP,2020-07-27,2020-07-27,1,9.9,2020-07-27
Earnings Per Share Forecast,ECON_INDICATOR,2019-04-15,2019-04-15,1,9.9,2019-04-15
Consumer Staples Select Sector SPDR Fund,FIN_INSTRUMENT,2021-07-12,2021-07-12,1,9.9,2021-07-12
Consulting Services,SECTOR,2018-06-25,2018-06-25,1,9.9,2018-06-25
Guess,COMP,2018-08-27,2018-09-24,5,9.9,2018-09-24
Procter & Gamble,COMP,2023-06-26,2023-07-24,5,9.9,2023-07-24
American Express,COMP,2017-01-16,2017-01-23,2,9.9,2017-01-23
CME Group Inc.,COMP,2021-04-12,2021-05-31,8,9.9,2021-05-31
T. Rowe Price,COMP,2022-02-14,2022-02-14,1,9.9,2022-02-14
iShares Russell 2000 Growth ETF,FIN_INSTRUMENT,2021-02-22,2021-02-22,1,9.9,2021-02-22
Carvana Co.,COMP,2019-11-04,2019-11-04,1,9.9,2019-11-04
Berkshire Hathaway,COMP,2020-11-16,2020-11-16,1,9.9,2020-11-16
Lululemon Athletica Inc.,COMP,2022-10-24,2022-10-24,1,9.9,2022-10-24
Bloom Energy,COMP,2019-04-29,2019-05-27,5,9.9,2019-04-29
VIX,FIN_INSTRUMENT,2020-08-10,2020-10-19,11,9.9,2020-08-31
India,GPE,2022-02-14,2022-02-14,1,9.9,2022-02-14
Janet Yellen,PERSON,2023-03-20,2023-05-15,9,9.9,2023-03-20
Nasdaq Biotechnology Index,FIN_INSTRUMENT,2022-04-18,2022-04-18,1,9.9,2022-04-18
Black Hills Corporation,COMP,2018-03-05,2018-03-05,1,9.9,2018-03-05
Hershey Company,COMP,2018-01-29,2018-05-21,17,9.9,2018-05-21
Options Trading,FIN_INSTRUMENT,2023-02-27,2023-02-27,1,9.9,2023-02-27
Nvidia,COMP,2018-08-13,2018-08-13,1,9.9,2018-08-13
Nvidia,COMP,2019-11-04,2019-11-04,1,9.9,2019-11-04
Earnings Per Share Forecast,ECON_INDICATOR,2017-05-01,2017-05-01,1,9.9,2017-05-01
Berkshire Hathaway,COMP,2022-08-08,2022-08-08,1,9.9,2022-08-08
Oil and Gas Sector,SECTOR,2019-11-04,2019-12-09,6,9.9,2019-12-09
Utilities Sector,SECTOR,2020-01-06,2020-02-03,5,9.9,2020-01-20
